NVSCode,TaxonID,SpeciesName,Family,Genus,Species,BioStatus,PlantType,Palatibility,GrowthForm,PreferredTaxonID,PreferredCode,PreferredName,VernacularNames
COLSUF,7190,Collema subflaccidum,Collemataceae,Collema,subflaccidum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,7190,COLSUF,Collema subflaccidum,
COLURA,712,Colura species,Lejeuneaceae,Colura,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,712,COLURA,Colura species,
COLWAL,5340,Colobanthus wallii,Caryophyllaceae,Colobanthus,wallii,Indigenous Non-Endemic,Vascular,Unclassified,Forb,5340,COLWAL,Colobanthus wallii,
COMPOS,4108,Compositae,Compositae,,,Indigenous Non-Endemic,Vascular,Unclassified,Mixed,4108,COMPOS,Compositae,
CONALB,721,Conyza albida,Compositae,Conyza,albida,Exotic,Vascular,Unclassified,Forb,8083,ERISUM,Erigeron sumatrensis,Broad-leaved fleabane; Hāka; Kaingarua; Porerarua; Pouhawaiki; Tall fleabane; 
CONARV,717,Convolvulus arvensis,Convolvulaceae,Convolvulus,arvensis,Exotic,Vascular,Unclassified,Forb,717,CONARV,Convolvulus arvensis,field bindweed; 
CONAUS,3580,Conostomum australe,Bartramiaceae,Conostomum,australe,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3226,CONPEN,Conostomum pentastichum,
CONBIL,3161,Conyza bilbaoana,Compositae,Conyza,bilbaoana,Exotic,Vascular,Unclassified,Forb,8163,ERIBIL,Erigeron bilbaoanus,canadian fleabane; Hāka; Kaingarua; Porerarua; Pouhawaiki; 
CONBON,3671,Conyza bonariensis,Compositae,Conyza,bonariensis,Exotic,Vascular,Unclassified,Forb,7506,ERIBON,Erigeron bonariensis,Flax-leaf fleabane; Wavy-leaved fleabane; 
CONCAN,722,Conyza canadensis,Compositae,Conyza,canadensis,Exotic,Vascular,Unclassified,Forb,8164,ERICAN,Erigeron canadensis,canadian fleabane; 
CONFLO,723,Conyza floribunda,Compositae,Conyza,floribunda,Exotic,Vascular,Unclassified,Forb,1418,ERIFLO,Erigeron floribundus,Tall fleabane; 
CONFRA,718,Convolvulus fractosaxosus,Convolvulaceae,Convolvulus,fractosaxosus,Indigenous Endemic,Vascular,Unclassified,Forb,718,CONFRA,Convolvulus fractosaxosus,
CONIFE,713,Conifer,,,,Unknown,Vascular,Unclassified,WoodyMixed,713,CONIFE,Conifer,
CONIUM,715,Conium species,Umbelliferae,Conium,,Exotic,Vascular,Unclassified,Forb,715,CONIUM,Conium species,
CONMAC,714,Conium maculatum,Umbelliferae,Conium,maculatum,Exotic,Vascular,Unclassified,Forb,714,CONMAC,Conium maculatum,hemlock; 
CONOST,3570,Conostomum species,Bartramiaceae,Conostomum,,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3570,CONOST,Conostomum species,
CONPEN,3226,Conostomum pentastichum,Bartramiaceae,Conostomum,pentastichum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,3226,CONPEN,Conostomum pentastichum,
CONPUS,716,Conostomum pusillum,Bartramiaceae,Conostomum,pusillum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,716,CONPUS,Conostomum pusillum,
CONSUM,4889,Conyza sumatrensis,Compositae,Conyza,sumatrensis,Exotic,Vascular,Unclassified,Forb,8083,ERISUM,Erigeron sumatrensis,
CONTEN,6950,Connorochloa tenuis,Gramineae,Connorochloa,tenuis,Indigenous Endemic,Vascular,Unclassified,Graminoid,6950,CONTEN,Connorochloa tenuis,
CONVER,720,Convolvulus verecundus,Convolvulaceae,Convolvulus,verecundus,Indigenous Endemic,Vascular,Unclassified,Forb,720,CONVER,Convolvulus verecundus,Tussock bindweed; 
CONVOL,719,Convolvulus species,Convolvulaceae,Convolvulus,,Indigenous Non-Endemic,Vascular,Unclassified,Mixed,719,CONVOL,Convolvulus species,
CONVSW,5328,Convolvulus verecundus subsp. waitaha,Convolvulaceae,Convolvulus,verecundus,Indigenous Endemic,Vascular,Unclassified,Forb,5329,CONWAI,Convolvulus waitaha,
CONWAI,5329,Convolvulus waitaha,Convolvulaceae,Convolvulus,waitaha,Indigenous Endemic,Vascular,Unclassified,Forb,5329,CONWAI,Convolvulus waitaha,
CONYZA,724,Conyza species,Compositae,Conyza,,Exotic,Vascular,Unclassified,Forb,8107,ERIGER,Erigeron species,
COP A,2426,Coprosma species (a),Rubiaceae,Coprosma,sp. (a),Indigenous Endemic,Vascular,Unclassified,Shrub,3610,COPFOW,Coprosma fowerakeri,
COP D,3277,Coprosma species (d),Rubiaceae,Coprosma,sp. (d),Indigenous Endemic,Vascular,Unclassified,WoodyMixed,3277,COP D,Coprosma species (d),
COP O,7871,Coprosma sp. (o),Rubiaceae,Coprosma,sp. (o),Indigenous Endemic,Vascular,Unclassified,Unknown,7871,COP O,Coprosma sp. (o),
COP R,4109,Coprosma species (r),Rubiaceae,Coprosma,sp. (r),Indigenous Endemic,Vascular,Unclassified,WoodyMixed,4109,COP R,Coprosma species (r),
COP T,1045,Coprosma species (t),Rubiaceae,Coprosma,sp. (t),Indigenous Endemic,Vascular,Unclassified,Tree,5219,COPDMO,Coprosma dumosa,
COP V,5124,Coprosma species (v),Rubiaceae,Coprosma,sp. (v),Indigenous Endemic,Vascular,Unclassified,Tree,4803,COPPED,Coprosma pedicellata,
COPACE,726,Coprosma acerosa,Rubiaceae,Coprosma,acerosa,Indigenous Endemic,Vascular,Unclassified,Shrub,726,COPACE,Coprosma acerosa,Sand coprosma; Tarakupenga; Tātarahake; Tātaraheke; 
COPACU,3998,Coprosma acutifolia,Rubiaceae,Coprosma,acutifolia,Indigenous Endemic,Vascular,Unclassified,Tree,3998,COPACU,Coprosma acutifolia,
COPAFC,2425,Coprosma species (aff. colensoi),,,,Unknown,Vascular,Unclassified,Shrub,2425,COPAFC,Coprosma species (aff. colensoi),
COPAFI,5975,Coprosma aff. intertexta,,,,Unknown,Vascular,Unclassified,Shrub,5975,COPAFI,Coprosma aff. intertexta,
COPAFP,5453,Coprosma aff. pseudocuneata,Rubiaceae,Coprosma,aff. pseudocuneata,Indigenous Unspecified,Vascular,Unclassified,Shrub,5453,COPAFP,Coprosma aff. pseudocuneata,
COPALP,1048,Coprosma species 'A' alpina,Rubiaceae,Coprosma,'alpina',Indigenous Endemic,Vascular,Unclassified,Shrub,3610,COPFOW,Coprosma fowerakeri,
COPANT,727,Coprosma antipoda,Rubiaceae,Coprosma,antipoda,Indigenous Endemic,Vascular,Unclassified,Shrub,727,COPANT,Coprosma antipoda,
COPARB,728,Coprosma arborea,Rubiaceae,Coprosma,arborea,Indigenous Endemic,Vascular,Unclassified,Tree,728,COPARB,Coprosma arborea,Mamangi; Tree coprosma; 
COPARE,729,Coprosma areolata,Rubiaceae,Coprosma,areolata,Indigenous Endemic,Vascular,Unclassified,Tree,729,COPARE,Coprosma areolata,Aruhe; Thin-leaved coprosma; 
COPAST,730,Coprosma astonii,Rubiaceae,Coprosma,astonii,Indigenous Endemic,Vascular,Unclassified,Shrub,741,COPCUN,Coprosma cuneata,
COPATR,731,Coprosma atropurpurea,Rubiaceae,Coprosma,atropurpurea,Indigenous Endemic,Vascular,Unclassified,Shrub,731,COPATR,Coprosma atropurpurea,
COPAUS,732,Coprosma australis,Rubiaceae,Coprosma,australis,Indigenous Endemic,Vascular,Preferred,Tree,2396,COPGRA,Coprosma grandifolia,
COPBAN,733,Coprosma banksii,Rubiaceae,Coprosma,banksii,Indigenous Endemic,Vascular,Unclassified,Shrub,738,COPCOL,Coprosma colensoi,
COPBRU,734,Coprosma brunnea,Rubiaceae,Coprosma,brunnea,Indigenous Endemic,Vascular,Unclassified,Shrub,734,COPBRU,Coprosma brunnea,
COPCHA,735,Coprosma chathamica,Rubiaceae,Coprosma,chathamica,Indigenous Endemic,Vascular,Unclassified,Tree,735,COPCHA,Coprosma chathamica,
COPCHE,736,Coprosma cheesemanii,Rubiaceae,Coprosma,cheesemanii,Indigenous Endemic,Vascular,Unclassified,Shrub,736,COPCHE,Coprosma cheesemanii,
COPCIL,737,Coprosma ciliata,Rubiaceae,Coprosma,ciliata,Indigenous Endemic,Vascular,Unclassified,Shrub,737,COPCIL,Coprosma ciliata,
COPCOL,738,Coprosma colensoi,Rubiaceae,Coprosma,colensoi,Indigenous Endemic,Vascular,Unclassified,Shrub,738,COPCOL,Coprosma colensoi,
COPCRA,739,Coprosma crassifolia,Rubiaceae,Coprosma,crassifolia,Indigenous Endemic,Vascular,Unclassified,Shrub,739,COPCRA,Coprosma crassifolia,
COPCRE,740,Coprosma crenulata,Rubiaceae,Coprosma,crenulata,Indigenous Endemic,Vascular,Unclassified,Shrub,740,COPCRE,Coprosma crenulata,
COPCUN,741,Coprosma cuneata,Rubiaceae,Coprosma,cuneata,Indigenous Endemic,Vascular,Unclassified,Shrub,741,COPCUN,Coprosma cuneata,
COPCXC,4846,Coprosma cheesmanii x ciliata,,,,Unknown,Vascular,Unclassified,Shrub,4846,COPCXC,Coprosma cheesmanii x ciliata,
COPCXD,5218,Coprosma ciliata x depressa,,,,Indigenous Endemic,Vascular,Unclassified,Shrub,5218,COPCXD,Coprosma ciliata x depressa,
COPCXF,6527,Coprosma ciliata x foetidissima,,,,Indigenous Endemic,Vascular,Unclassified,Shrub,6527,COPCXF,Coprosma ciliata x foetidissima,
COPCXL,5391,Coprosma colensoi x lucida,,,,Indigenous Endemic,Vascular,Unclassified,WoodyMixed,5391,COPCXL,Coprosma colensoi x lucida,
COPCXP,5142,Coprosma ciliata x propinqua,,,,Indigenous Endemic,Vascular,Unclassified,WoodyMixed,5142,COPCXP,Coprosma ciliata x propinqua,
COPCXR,6110,Coprosma colensoi x rhamnoides,,,,Indigenous Endemic,Vascular,Unclassified,Shrub,6110,COPCXR,Coprosma colensoi x rhamnoides,
COPCXT,5141,Coprosma colensoi x tayloriae,,,,Indigenous Endemic,Vascular,Unclassified,Shrub,5141,COPCXT,Coprosma colensoi x tayloriae,
COPCXY,5143,Coprosma ciliata x tayloriae,,,,Indigenous Endemic,Vascular,Unclassified,Shrub,5143,COPCXY,Coprosma ciliata x tayloriae,
COPDEC,743,Coprosma decurva,Rubiaceae,Coprosma,decurva,Indigenous Endemic,Vascular,Unclassified,Shrub,743,COPDEC,Coprosma decurva,
COPDEP,2390,Coprosma depressa,Rubiaceae,Coprosma,depressa,Indigenous Endemic,Vascular,Unclassified,Shrub,2390,COPDEP,Coprosma depressa,
COPDIS,3781,Coprinus disseminatus,Coprinaceae,Coprinus,disseminatus,Unknown,Non Vascular,Unclassified,NonVascular,3781,COPDIS,Coprinus disseminatus,
COPDMO,5219,Coprosma dumosa,Rubiaceae,Coprosma,dumosa,Indigenous Endemic,Vascular,Unclassified,Tree,5219,COPDMO,Coprosma dumosa,
COPDOC,7393,Coprosma dumosa or Coprosma cilliata,,,,Unknown,Vascular,Unclassified,Tree,7393,COPDOC,Coprosma dumosa or Coprosma cilliata,
COPDOD,2391,Coprosma dodonaeifolia,Rubiaceae,Coprosma,dodonaeifolia,Indigenous Endemic,Vascular,Unclassified,Shrub,2391,COPDOD,Coprosma dodonaeifolia,
COPDST,6697,Coprosma distantia,Rubiaceae,Coprosma,distantia,Indigenous Endemic,Vascular,Unclassified,Shrub,6697,COPDST,Coprosma distantia,
COPDUM,1049,Coprosma species 'P' dumosa,Rubiaceae,Coprosma,sp. (p),Indigenous Endemic,Vascular,Unclassified,Shrub,743,COPDEC,Coprosma decurva,
COPDXP,5271,Coprosma depressa x pseudocuneata,,,,Indigenous Endemic,Vascular,Unclassified,Shrub,5271,COPDXP,Coprosma depressa x pseudocuneata,
COPELA,5160,Coprosma elatirioides,Rubiaceae,Coprosma,elatirioides,Indigenous Endemic,Vascular,Unclassified,Shrub,5160,COPELA,Coprosma elatirioides,
COPFIL,3495,Coprosma filifolia,,,,Unknown,Vascular,Unclassified,Shrub,3495,COPFIL,Coprosma filifolia,
COPFOE,2392,Coprosma foetidissima,Rubiaceae,Coprosma,foetidissima,Indigenous Endemic,Vascular,Not Selected,Tree,2392,COPFOE,Coprosma foetidissima,Hūpirau-ririki; Hūpiro; Karamū; Mikimiki; Mingimingi; Naupiro; Pipiro; Piro; stinkwood; 
COPFOW,3610,Coprosma fowerakeri,Rubiaceae,Coprosma,fowerakeri,Indigenous Endemic,Vascular,Unclassified,Shrub,3610,COPFOW,Coprosma fowerakeri,
COPFXC,2393,Coprosma foetidissima x colensoi,Rubiaceae,Coprosma,foetidissima J.R.Forst. & G.Forst. × Coprosma colensoi Hook.f.,Unknown,Vascular,Unclassified,WoodyMixed,2393,COPFXC,Coprosma foetidissima x colensoi,
COPFXP,5112,Coprosma foetidissima x propinqua,,,,Indigenous Endemic,Vascular,Unclassified,Tree,5112,COPFXP,Coprosma foetidissima x propinqua,
COPFXR,2394,Coprosma foetidissima x rigida,Rubiaceae,Coprosma,foetidissima × rigida,Unknown,Vascular,Unclassified,WoodyMixed,2394,COPFXR,Coprosma foetidissima x rigida,
COPFXT,2395,Coprosma foetidissima x taylorae,Rubiaceae,Coprosma,foetidissima × taylorae,Unknown,Vascular,Unclassified,Tree,2395,COPFXT,Coprosma foetidissima x taylorae,
COPGRA,2396,Coprosma grandifolia,Rubiaceae,Coprosma,grandifolia,Indigenous Endemic,Vascular,Preferred,Tree,2396,COPGRA,Coprosma grandifolia,Kākawariki; kanono; Kānonono; Kapukiore; Karamū-kueo; Kawariki; Kueo (fruit); Manono; Pāpāuma; Patutiketike; Raurākau; Raurēkau; Tapatapauma; Toherāoa; 
COPHYB,2397,Coprosma hybrid,,,,Unknown,Vascular,Unclassified,WoodyMixed,2397,COPHYB,Coprosma hybrid,
COPINT,2398,Coprosma intertexta,Rubiaceae,Coprosma,intertexta,Indigenous Endemic,Vascular,Unclassified,Shrub,2398,COPINT,Coprosma intertexta,
COPLIN,2399,Coprosma linariifolia,Rubiaceae,Coprosma,linariifolia,Indigenous Endemic,Vascular,Unclassified,Tree,2399,COPLIN,Coprosma linariifolia,Mikimiki; Yellow wood; 
COPLUC,2400,Coprosma lucida,Rubiaceae,Coprosma,lucida,Indigenous Endemic,Vascular,Preferred,Tree,2400,COPLUC,Coprosma lucida,Kākaramū; Kākarangū; Karamū; Kāramuramu; Karangū; Patutiketike; Shining karamu; 
COPLVA,6121,Coprosma lucida var. angustifolia,Rubiaceae,Coprosma,lucida,Indigenous Endemic,Vascular,Preferred,Shrub,2391,COPDOD,Coprosma dodonaeifolia,
COPLXR,2401,Coprosma lucida x rhamnoides,Rubiaceae,Coprosma,lucida × rhamnoides,Unknown,Vascular,Unclassified,WoodyMixed,2401,COPLXR,Coprosma lucida x rhamnoides,
COPMAC,2402,Coprosma macrocarpa,Rubiaceae,Coprosma,macrocarpa,Indigenous Endemic,Vascular,Unclassified,Tree,2402,COPMAC,Coprosma macrocarpa,Kākaramū; Kākarangū; Karamū; Kāramuramu; Karangū; Large seeded coprosma; 
COPMCM,6699,Coprosma macrocarpa subsp. macrocarpa,Rubiaceae,Coprosma,macrocarpa,Indigenous Endemic,Vascular,Unclassified,Tree,6699,COPMCM,Coprosma macrocarpa subsp. macrocarpa,
COPMIC,2403,Coprosma microcarpa,Rubiaceae,Coprosma,microcarpa,Indigenous Endemic,Vascular,Unclassified,Shrub,2403,COPMIC,Coprosma microcarpa,Small seeded coprosma; 
COPMSM,5116,Coprosma macrocarpa subsp. minor,Rubiaceae,Coprosma,macrocarpa,Indigenous Endemic,Vascular,Unclassified,Tree,5116,COPMSM,Coprosma macrocarpa subsp. minor,
COPMXC,3338,Coprosma propinqua var. martinii x chathamica,,,,Indigenous Endemic,Vascular,Unclassified,Tree,3338,COPMXC,Coprosma propinqua var. martinii x chathamica,
COPMXP,6090,Coprosma macrocarpa x propinqua ,,,,Indigenous Endemic,Vascular,Unclassified,Tree,6090,COPMXP,Coprosma macrocarpa x propinqua ,
COPMXR,5455,Coprosma macrocarpa x rigida,,,,Indigenous Endemic,Vascular,Unclassified,WoodyMixed,5455,COPMXR,Coprosma macrocarpa x rigida,
COPNEG,5282,Coprosma neglecta,Rubiaceae,Coprosma,neglecta,Indigenous Endemic,Vascular,Unclassified,Shrub,5282,COPNEG,Coprosma neglecta,
COPNIP,2404,Coprosma niphophila,Rubiaceae,Coprosma,niphophila,Indigenous Non-Endemic,Vascular,Unclassified,Shrub,2404,COPNIP,Coprosma niphophila,Creeping coprosma; 
COPOBC,2405,Coprosma obconica,Rubiaceae,Coprosma,obconica,Indigenous Endemic,Vascular,Unclassified,Shrub,2405,COPOBC,Coprosma obconica,
COPPAL,3304,Coprosma 'paludosa',Rubiaceae,Coprosma,'paludosa',Indigenous Endemic,Vascular,Unclassified,Shrub,743,COPDEC,Coprosma decurva,
COPPAR,2406,Coprosma parviflora,Rubiaceae,Coprosma,parviflora,Indigenous Endemic,Vascular,Unclassified,Shrub,2406,COPPAR,Coprosma parviflora,Leafy coprosma; 
COPPED,4803,Coprosma pedicellata,Rubiaceae,Coprosma,pedicellata,Indigenous Endemic,Vascular,Unclassified,Tree,4803,COPPED,Coprosma pedicellata,
COPPER,2407,Coprosma perpusilla,Rubiaceae,Coprosma,perpusilla,Indigenous Non-Endemic,Vascular,Unclassified,Shrub,2407,COPPER,Coprosma perpusilla,
COPPET,2408,Coprosma petriei,Rubiaceae,Coprosma,petriei,Indigenous Endemic,Vascular,Unclassified,Shrub,2408,COPPET,Coprosma petriei,Turfy coprosma; 
COPPOL,2409,Coprosma polymorpha,Rubiaceae,Coprosma,polymorpha,Indigenous Endemic,Vascular,Unclassified,Shrub,2409,COPPOL,Coprosma polymorpha,
COPPRO,2410,Coprosma propinqua,Rubiaceae,Coprosma,propinqua,Indigenous Endemic,Vascular,Not Selected,Tree,2410,COPPRO,Coprosma propinqua,Miki; Mingi; Mingimingi; 
COPPRR,3852,Coprosma (propinqua x robusta) x robusta,,,,Unknown,Vascular,Unclassified,Tree,3852,COPPRR,Coprosma (propinqua x robusta) x robusta,
COPPSC,5200,Coprosma pseudociliata,Rubiaceae,Coprosma,pseudociliata,Indigenous Endemic,Vascular,Unclassified,Shrub,5200,COPPSC,Coprosma pseudociliata,
COPPSE,2411,Coprosma pseudocuneata,Rubiaceae,Coprosma,pseudocuneata,Indigenous Endemic,Vascular,Unclassified,Shrub,2411,COPPSE,Coprosma pseudocuneata,
COPPSP,5145,Coprosma perpusilla subsp. perpusilla,Rubiaceae,Coprosma,perpusilla,Indigenous Non-Endemic,Vascular,Unclassified,Shrub,5145,COPPSP,Coprosma perpusilla subsp. perpusilla,
COPPSS,6242,Coprosma perpusilla subsp. subantarctica,Rubiaceae,Coprosma,perpusilla,Indigenous Endemic,Vascular,Unclassified,Shrub,6242,COPPSS,Coprosma perpusilla subsp. subantarctica,
COPPST,5230,Coprosma pseudociliata x tayloriae,,,,Indigenous Endemic,Vascular,Unclassified,Shrub,5230,COPPST,Coprosma pseudociliata x tayloriae,
COPPTL,6701,Coprosma petiolata,Rubiaceae,Coprosma,petiolata,Indigenous Endemic,Vascular,Unclassified,Shrub,6701,COPPTL,Coprosma petiolata,
COPPUM,2413,Coprosma pumila,Rubiaceae,Coprosma,pumila,Absent,Vascular,Unclassified,Shrub,2413,COPPUM,Coprosma pumila,
COPPVD,3533,Coprosma parviflora var. dumosa,Rubiaceae,Coprosma,parviflora,Indigenous Endemic,Vascular,Unclassified,Tree,5219,COPDMO,Coprosma dumosa,
COPPVM,5446,Coprosma propinqua var. martinii,Rubiaceae,Coprosma,propinqua,Indigenous Endemic,Vascular,Not Selected,Tree,5446,COPPVM,Coprosma propinqua var. martinii,
COPPVP,6863,Coprosma propinqua var. propinqua,Rubiaceae,Coprosma,propinqua,Indigenous Endemic,Vascular,Not Selected,Tree,6863,COPPVP,Coprosma propinqua var. propinqua,
COPPXL,4110,Coprosma propinqua x lucida,,,,Indigenous Endemic,Vascular,Unclassified,Tree,4110,COPPXL,Coprosma propinqua x lucida,
COPPXR,3853,Coprosma propinqua x robusta,,,,Indigenous Endemic,Vascular,Unclassified,Tree,3853,COPPXR,Coprosma propinqua x robusta,
COPPXT,2412,Coprosma pseudocuneata x taylorae,Rubiaceae,Coprosma,pseudocuneata × taylorae,Unknown,Vascular,Unclassified,WoodyMixed,2412,COPPXT,Coprosma pseudocuneata x taylorae,
COPRAM,2414,Coprosma ramulosa,Rubiaceae,Coprosma,ramulosa,Indigenous Endemic,Vascular,Unclassified,Shrub,2390,COPDEP,Coprosma depressa,
COPREP,2415,Coprosma repens,Rubiaceae,Coprosma,repens,Indigenous Non-Endemic,Vascular,Unclassified,Tree,2415,COPREP,Coprosma repens,
COPRHA,2416,Coprosma rhamnoides,Rubiaceae,Coprosma,rhamnoides,Indigenous Endemic,Vascular,Not Selected,Shrub,2416,COPRHA,Coprosma rhamnoides,
COPRIG,2418,Coprosma rigida,Rubiaceae,Coprosma,rigida,Indigenous Endemic,Vascular,Unclassified,Shrub,2418,COPRIG,Coprosma rigida,
COPRIN,3825,Coprinus species,Coprinaceae,Coprinus,,Unknown,Non Vascular,Unclassified,NonVascular,3825,COPRIN,Coprinus species,
COPROB,2419,Coprosma robusta,Rubiaceae,Coprosma,robusta,Indigenous Endemic,Vascular,Unclassified,Tree,2419,COPROB,Coprosma robusta,Glossy karamu; Kākaramū; Kākarangū; Karamū; Kāramuramu; Karangū; 
COPROS,1047,Coprosma species,Rubiaceae,Coprosma,,Indigenous Non-Endemic,Vascular,Unclassified,WoodyMixed,1047,COPROS,Coprosma species,Coprosma; Karamū; Looking-glass plant; Mirror plant; 
COPROT,2421,Coprosma rotundifolia,Rubiaceae,Coprosma,rotundifolia,Indigenous Endemic,Vascular,Unclassified,Shrub,2421,COPROT,Coprosma rotundifolia,Round-leaved coprosma; 
COPRUB,2422,Coprosma rubra,Rubiaceae,Coprosma,rubra,Indigenous Endemic,Vascular,Unclassified,Shrub,2422,COPRUB,Coprosma rubra,
COPRUG,2423,Coprosma rugosa,Rubiaceae,Coprosma,rugosa,Indigenous Endemic,Vascular,Unclassified,Shrub,2423,COPRUG,Coprosma rugosa,
COPRXA,3519,Coprosma rotundifolia x areolata,,,,Indigenous Endemic,Vascular,Unclassified,Shrub,3519,COPRXA,Coprosma rotundifolia x areolata,
COPRXC,2417,Coprosma rhamnoides x crassifolia,Rubiaceae,Coprosma,rhamnoides × crassifolia,Unknown,Vascular,Unclassified,Shrub,2417,COPRXC,Coprosma rhamnoides x crassifolia,
COPRXG,2420,Coprosma robusta x grandflora,Rubiaceae,Coprosma,robusta × grandflora,Unknown,Vascular,Unclassified,Tree,2420,COPRXG,Coprosma robusta x grandflora,
COPRXM,8076,Coprosma robusta x macrocarpa,,,,Indigenous Endemic,Vascular,Unclassified,Tree,8076,COPRXM,Coprosma robusta x macrocarpa,
COPRXR,6865,Coprosma repens x robusta,,,,Indigenous Endemic,Vascular,Unclassified,Tree,6865,COPRXR,Coprosma repens x robusta,
COPRXT,5144,Coprosma rigida x taylorae,,,,Unknown,Vascular,Unclassified,Shrub,5144,COPRXT,Coprosma rigida x taylorae,
COPSER,2424,Coprosma serrulata,Rubiaceae,Coprosma,serrulata,Indigenous Endemic,Vascular,Unclassified,Shrub,2424,COPSER,Coprosma serrulata,
COPSMA,725,Coprosma 'small-leaved',,,,Unknown,Vascular,Unclassified,Shrub,725,COPSMA,Coprosma 'small-leaved',
COPSPA,1046,Coprosma spathulata,Rubiaceae,Coprosma,spathulata,Indigenous Endemic,Vascular,Unclassified,Shrub,1046,COPSPA,Coprosma spathulata,
COPSSH,6703,Coprosma spathulata subsp. hikuruana,Rubiaceae,Coprosma,spathulata,Indigenous Endemic,Vascular,Unclassified,Shrub,6703,COPSSH,Coprosma spathulata subsp. hikuruana,
COPSSS,7395,Coprosma spathulata subsp. spathulata,Rubiaceae,Coprosma,spathulata,Indigenous Endemic,Vascular,Unclassified,Shrub,7395,COPSSS,Coprosma spathulata subsp. spathulata,
COPTAL,6704,Coprosma talbrockiei,Rubiaceae,Coprosma,talbrockiei,Indigenous Endemic,Vascular,Unclassified,Shrub,6704,COPTAL,Coprosma talbrockiei,
COPTAY,1050,Coprosma tayloriae,Rubiaceae,Coprosma,tayloriae,Indigenous Endemic,Vascular,Unclassified,Tree,5219,COPDMO,Coprosma dumosa,
COPTEC,1051,Coprosma tenuicaulis,Rubiaceae,Coprosma,tenuicaulis,Indigenous Endemic,Vascular,Unclassified,Shrub,1051,COPTEC,Coprosma tenuicaulis,Hukihuki; Swamp coprosma; 
COPTEF,1052,Coprosma tenuifolia,Rubiaceae,Coprosma,tenuifolia,Indigenous Endemic,Vascular,Preferred,Shrub,1052,COPTEF,Coprosma tenuifolia,Wavy-leaved coprosma; 
COPTHY,5232,Coprosma tayloriae hybrid,,,,Unknown,Vascular,Unclassified,Tree,5232,COPTHY,Coprosma tayloriae hybrid,
